entity:sample_id	hg19_RRBS_bai	hg19_RRBS_bam	hg19_hybrid_capture_bai	hg19_hybrid_capture_bam	hg19_raindance_bai	hg19_raindance_bam	hg19_targeted_bai	hg19_targeted_bam	hg38_rna_bai	hg38_rna_bam	hg38_wes_bai	hg38_wes_bam	hg38_wgs_bai	hg38_wgs_bam	mutect2_parquet_wes	mutect2_parquet_wgs	mutect2_vcf_wes	mutect2_vcf_wgs	participant	stripped_cell_line_name	wes_kit
ACH-000449	gs://cclebams/RRBS/G29750/MES-SA/v1/MES-SA.bai	gs://cclebams/RRBS/G29750/MES-SA/v1/MES-SA.bam	gs://cclebams/hybrid_capture/MES-SA.bai	gs://cclebams/hybrid_capture/MES-SA.bam	gs://cclebams/raindance/G16640/MES-SA/current/MES-SA.bai	gs://cclebams/raindance/G16640/MES-SA/current/MES-SA.bam			gs://cclebams/rnasq_hg38/CDS-HaddGs.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-HaddGs.Aligned.sortedByCoord.out.bam									ACH-000449	MESSA	
ACH-000450	gs://cclebams/RRBS/G29750/MEL-HO/v3/MEL-HO.bai	gs://cclebams/RRBS/G29750/MEL-HO/v3/MEL-HO.bam	gs://cclebams/hybrid_capture/MELHO_SKIN.bai	gs://cclebams/hybrid_capture/MELHO_SKIN.bam	gs://cclebams/raindance/G16640/MEL-HO/current/MEL-HO.bai	gs://cclebams/raindance/G16640/MEL-HO/current/MEL-HO.bam			gs://cclebams/rnasq_hg38/CDS-ekXHpZ.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-ekXHpZ.Aligned.sortedByCoord.out.bam									ACH-000450	MELHO	
ACH-000451	gs://cclebams/RRBS/G29750/NCI-H2085/v2/NCI-H2085.bai	gs://cclebams/RRBS/G29750/NCI-H2085/v2/NCI-H2085.bam	gs://cclebams/hybrid_capture/NCI-H2085.bai	gs://cclebams/hybrid_capture/NCI-H2085.bam	gs://cclebams/raindance/G16640/NCI-H2085/current/NCI-H2085.bai	gs://cclebams/raindance/G16640/NCI-H2085/current/NCI-H2085.bam	gs://cclebams/targeted/C1926/NCI-H2085/current/NCI-H2085.bai	gs://cclebams/targeted/C1926/NCI-H2085/current/NCI-H2085.bam	gs://cclebams/rnasq_hg38/CDS-fi1Wzx.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-fi1Wzx.Aligned.sortedByCoord.out.bam									ACH-000451	NCIH2085	
ACH-000452	gs://cclebams/RRBS/G29750/TE-8/v2/TE-8.bai	gs://cclebams/RRBS/G29750/TE-8/v2/TE-8.bam	gs://cclebams/hybrid_capture/TE8_OESOPHAGUS.bai	gs://cclebams/hybrid_capture/TE8_OESOPHAGUS.bam	gs://cclebams/raindance/G16640/TE-8/current/TE-8.bai	gs://cclebams/raindance/G16640/TE-8/current/TE-8.bam			gs://cclebams/rnasq_hg38/CDS-lAWwfT.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-lAWwfT.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-bv72hC.hg38.bam.bai	gs://cclebams/hg38_wes/CDS-bv72hC.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/3fecf23cf39f4e529bb3d0e14a4c70c6-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-bv72hC_fixed.vcf.gz		ACH-000452	TE8	ICE
ACH-000453	gs://cclebams/RRBS/G29750/MOLP-2/v2/MOLP-2.bai	gs://cclebams/RRBS/G29750/MOLP-2/v2/MOLP-2.bam	gs://cclebams/hybrid_capture/MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai	gs://cclebams/hybrid_capture/MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam	gs://cclebams/raindance/G16640/MOLP-2/current/MOLP-2.bai	gs://cclebams/raindance/G16640/MOLP-2/current/MOLP-2.bam			gs://cclebams/rnasq_hg38/CDS-xrqwU3.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-xrqwU3.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-VyMBc0.hg38.bai	gs://cclebams/hg38_wes/CDS-VyMBc0.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/88ddf928e8f248ba8be6f7bbb144f6ec-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-VyMBc0_fixed.vcf.gz		ACH-000453	MOLP2	AGILENT
ACH-000454	gs://cclebams/RRBS/G29750/HCC-95/v1/HCC-95.bai	gs://cclebams/RRBS/G29750/HCC-95/v1/HCC-95.bam	gs://cclebams/hybrid_capture/HCC95_LUNG.bai	gs://cclebams/hybrid_capture/HCC95_LUNG.bam	gs://cclebams/raindance/G16640/HCC-95/current/HCC-95.bai	gs://cclebams/raindance/G16640/HCC-95/current/HCC-95.bam			gs://cclebams/rnasq_hg38/CDS-fzrj07.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-fzrj07.Aligned.sortedByCoord.out.bam			gs://cclebams/wgs_hg38/CDS-Rd4nMx.wgs_ccle.bai	gs://cclebams/wgs_hg38/CDS-Rd4nMx.wgs_ccle.bam		"[""gs://ccle-mutation/mutect2_parquet/03667a679f7546f08f5de42059d9c3b2-0.parquet"",""gs://ccle-mutation/mutect2_parquet/1554be0ab41244adad1072c925181ce3-0.parquet"",""gs://ccle-mutation/mutect2_parquet/691f915e9b744cdd9d41e8fda2edb23c-0.parquet"",""gs://ccle-mutation/mutect2_parquet/7079d6a2a2e64b1cb4fc8661a76a9c19-0.parquet"",""gs://ccle-mutation/mutect2_parquet/b7fd024b55ec48408e0129f9909c85f6-0.parquet"",""gs://ccle-mutation/mutect2_parquet/c9b20122ab464d4aaf90e3e9dff6f6b7-0.parquet"",""gs://ccle-mutation/mutect2_parquet/d6cf0c8d08d04e258703bdf7bd67b11b-0.parquet"",""gs://ccle-mutation/mutect2_parquet/fd4db264553440a4b56bd3ba36fe1c3e-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-Rd4nMx_fixed.vcf.gz	ACH-000454	HCC95	
ACH-000455									gs://cclebams/rnasq_hg38/CDS-OrDVyD.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-OrDVyD.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-xX8S9i.hg38.bai	gs://cclebams/hg38_wes/CDS-xX8S9i.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/26cfa4e6dbf64aa2afa81a04ed99201e-0.parquet"",""gs://ccle-mutation/mutect2_parquet/a55c17838e7547cb88d5999c2387b3c2-0.parquet"",""gs://ccle-mutation/mutect2_parquet/ea4f3bd3263a43b987808f6fd8b04f35-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-xX8S9i_fixed.vcf.gz		ACH-000455	LN428	ICE
ACH-000456	gs://cclebams/RRBS/G29750/B-CPAP/v1/B-CPAP.bai	gs://cclebams/RRBS/G29750/B-CPAP/v1/B-CPAP.bam	gs://cclebams/hybrid_capture/BCPAP_THYROID.bai	gs://cclebams/hybrid_capture/BCPAP_THYROID.bam	gs://cclebams/raindance/G16640/B-CPAP/current/B-CPAP.bai	gs://cclebams/raindance/G16640/B-CPAP/current/B-CPAP.bam			gs://cclebams/rnasq_hg38/CDS-n1SxWZ.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-n1SxWZ.Aligned.sortedByCoord.out.bam									ACH-000456	BCPAP	
ACH-000457	gs://cclebams/RRBS/G29750/CAL-54/v1/CAL-54.bai	gs://cclebams/RRBS/G29750/CAL-54/v1/CAL-54.bam	gs://cclebams/hybrid_capture/CAL54_KIDNEY.bai	gs://cclebams/hybrid_capture/CAL54_KIDNEY.bam	gs://cclebams/raindance/CAL-54.bai	gs://cclebams/raindance/CAL-54.bam			gs://cclebams/rnasq_hg38/CDS-jmb3LU.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-jmb3LU.Aligned.sortedByCoord.out.bam			gs://cclebams/wgs_hg38/CDS-flEsqI.wgs_ccle.bai	gs://cclebams/wgs_hg38/CDS-flEsqI.wgs_ccle.bam		"[""gs://ccle-mutation/mutect2_parquet/21f995a13f4e4ab5bf58f85a23cabba3-0.parquet"",""gs://ccle-mutation/mutect2_parquet/3dde59e61d3745e197269f0b5e53e78e-0.parquet"",""gs://ccle-mutation/mutect2_parquet/5a285c06fb4846788d5a99fe5bd45366-0.parquet"",""gs://ccle-mutation/mutect2_parquet/6503bbd387a743d6ad46354e710944c9-0.parquet"",""gs://ccle-mutation/mutect2_parquet/69d27fa4a9ff4cb584cdbebd5e78b40a-0.parquet"",""gs://ccle-mutation/mutect2_parquet/a06fce05faf843efb37593fd7a956531-0.parquet"",""gs://ccle-mutation/mutect2_parquet/ce0a55f081af40f4aae6eb966c3941d6-0.parquet"",""gs://ccle-mutation/mutect2_parquet/de85a58c13744c62a27ff152a4925d9a-0.parquet"",""gs://ccle-mutation/mutect2_parquet/f80a5f56d17c4eee842322dbc99efcb8-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-flEsqI_fixed.vcf.gz	ACH-000457	CAL54	
ACH-000458	gs://cclebams/RRBS/G29750/CJM/v2/CJM.bai	gs://cclebams/RRBS/G29750/CJM/v2/CJM.bam	gs://cclebams/hybrid_capture/CJM_SKIN.bai	gs://cclebams/hybrid_capture/CJM_SKIN.bam	gs://cclebams/raindance/G16640/CJM/current/CJM.bai	gs://cclebams/raindance/G16640/CJM/current/CJM.bam	gs://cclebams/targeted/C1926/CJM/current/CJM.bai	gs://cclebams/targeted/C1926/CJM/current/CJM.bam	gs://cclebams/rnasq_hg38/CDS-SYO7e7.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-SYO7e7.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-72GARl.hg38.bai	gs://cclebams/hg38_wes/CDS-72GARl.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/15a79af7ab424c41b09737766c5f13a8-0.parquet"",""gs://ccle-mutation/mutect2_parquet/389e0fafeaf14a7dbcd1f5c7d521af16-0.parquet"",""gs://ccle-mutation/mutect2_parquet/5dec9c18f4ba4e7a8c809924f2e78de4-0.parquet"",""gs://ccle-mutation/mutect2_parquet/b83e4b977d304371a8181302f8467ea8-0.parquet"",""gs://ccle-mutation/mutect2_parquet/eaa5e12bb71b4e15a0d0aac764eb7f1a-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-72GARl_fixed.vcf.gz		ACH-000458	CJM	ICE
ACH-000459	gs://cclebams/RRBS/G29750/TUHR10TKB/v5/TUHR10TKB.bai	gs://cclebams/RRBS/G29750/TUHR10TKB/v5/TUHR10TKB.bam	gs://cclebams/hybrid_capture/TUHR10TKB_KIDNEY.bai	gs://cclebams/hybrid_capture/TUHR10TKB_KIDNEY.bam	gs://cclebams/raindance/G16640/TUHR10TKB/current/TUHR10TKB.bai	gs://cclebams/raindance/G16640/TUHR10TKB/current/TUHR10TKB.bam			gs://cclebams/rnasq_hg38/CDS-AqUqd1.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-AqUqd1.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-MO67zD.hg38.bai	gs://cclebams/hg38_wes/CDS-MO67zD.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/849d0c6c562c4910a90d23ab1f3503d7-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-MO67zD_fixed.vcf.gz		ACH-000459	TUHR10TKB	AGILENT
ACH-000460	gs://cclebams/RRBS/SNU-8/current/SNU-8.bai	gs://cclebams/RRBS/SNU-8/current/SNU-8.bam	gs://cclebams/hybrid_capture/SNU8_OVARY.bai	gs://cclebams/hybrid_capture/SNU8_OVARY.bam	gs://cclebams/raindance/SNU-8.bai	gs://cclebams/raindance/SNU-8.bam			gs://cclebams/rnasq_hg38/CDS-rMvaXp.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-rMvaXp.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-HMeieo.hg38.bai	gs://cclebams/hg38_wes/CDS-HMeieo.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/2c5fc80176174023a5a1e41646c09eaa-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-HMeieo_fixed.vcf.gz		ACH-000460	SNU8	ICE
ACH-000461	gs://cclebams/RRBS/G29750/SNU-1196/v2/SNU-1196.bai	gs://cclebams/RRBS/G29750/SNU-1196/v2/SNU-1196.bam	gs://cclebams/hybrid_capture/SNU1196_BILIARY_TRACT.bai	gs://cclebams/hybrid_capture/SNU1196_BILIARY_TRACT.bam	gs://cclebams/raindance/G16640/SNU-1196/current/SNU-1196.bai	gs://cclebams/raindance/G16640/SNU-1196/current/SNU-1196.bam			gs://cclebams/rnasq_hg38/CDS-0OYkPE.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-0OYkPE.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-omnHLE.hg38.bai	gs://cclebams/hg38_wes/CDS-omnHLE.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/b9d94a6c9f1d48dba4d1ee0c14590101-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-omnHLE_fixed.vcf.gz		ACH-000461	SNU1196	AGILENT
ACH-000462	gs://cclebams/RRBS/G29750/NALM-1/v3/NALM-1.bai	gs://cclebams/RRBS/G29750/NALM-1/v3/NALM-1.bam	gs://cclebams/hybrid_capture/NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai	gs://cclebams/hybrid_capture/NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam	gs://cclebams/raindance/G16640/NALM-1/current/NALM-1.bai	gs://cclebams/raindance/G16640/NALM-1/current/NALM-1.bam	gs://cclebams/targeted/C1926/NALM-1/current/NALM-1.bai	gs://cclebams/targeted/C1926/NALM-1/current/NALM-1.bam	gs://cclebams/rnasq_hg38/CDS-ng9jOo.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-ng9jOo.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-MPFRBy.hg38.bai	gs://cclebams/hg38_wes/CDS-MPFRBy.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/ddb937158ff34596ae250d7fe00d3efb-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-MPFRBy_fixed.vcf.gz		ACH-000462	NALM1	AGILENT
ACH-000463	gs://cclebams/RRBS/G29750/NCI-H460/v2/NCI-H460.bai	gs://cclebams/RRBS/G29750/NCI-H460/v2/NCI-H460.bam	gs://cclebams/hybrid_capture/NCIH460_LUNG.bai	gs://cclebams/hybrid_capture/NCIH460_LUNG.bam	gs://cclebams/raindance/G16640/NCI-H460/current/NCI-H460.bai	gs://cclebams/raindance/G16640/NCI-H460/current/NCI-H460.bam			gs://cclebams/rnasq_hg38/CDS-gxAU4B.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-gxAU4B.Aligned.sortedByCoord.out.bam			gs://cclebams/wgs_hg38/CDS-qBz4o9.wgs_ccle.bai	gs://cclebams/wgs_hg38/CDS-qBz4o9.wgs_ccle.bam		"[""gs://ccle-mutation/mutect2_parquet/1a92ed0e2ce9421bbecff409cdba7142-0.parquet"",""gs://ccle-mutation/mutect2_parquet/296bff8d42dd497ebe9c5866bae479e6-0.parquet"",""gs://ccle-mutation/mutect2_parquet/3cdbf1acf08046089e0616e523e6fcba-0.parquet"",""gs://ccle-mutation/mutect2_parquet/4d0f89a5f3564a769422262c726a17a2-0.parquet"",""gs://ccle-mutation/mutect2_parquet/6a0fe31861d1484688d24164ecf7d4c1-0.parquet"",""gs://ccle-mutation/mutect2_parquet/f4b23e55b539403e94a36dbb5c923906-0.parquet"",""gs://ccle-mutation/mutect2_parquet/f771a8636011412cbdb932e9e42ae50f-0.parquet"",""gs://ccle-mutation/mutect2_parquet/fa49114521a74914b0b0e4f0fc96d80a-0.parquet"",""gs://ccle-mutation/mutect2_parquet/fd3c72c2c510412e9bb8766cbfa4662a-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-qBz4o9_fixed.vcf.gz	ACH-000463	NCIH460	
ACH-000464	gs://cclebams/RRBS/G29750/CAS-1/v1/CAS-1.bai	gs://cclebams/RRBS/G29750/CAS-1/v1/CAS-1.bam	gs://cclebams/hybrid_capture/CAS1_CENTRAL_NERVOUS_SYSTEM.bai	gs://cclebams/hybrid_capture/CAS1_CENTRAL_NERVOUS_SYSTEM.bam	gs://cclebams/raindance/G16640/CAS-1/current/CAS-1.bai	gs://cclebams/raindance/G16640/CAS-1/current/CAS-1.bam			gs://cclebams/rnasq_hg38/CDS-l8GvK8.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-l8GvK8.Aligned.sortedByCoord.out.bam			gs://cclebams/wgs_hg38/CDS-adGAq3.wgs_ccle.bai	gs://cclebams/wgs_hg38/CDS-adGAq3.wgs_ccle.bam		"[""gs://ccle-mutation/mutect2_parquet/3bcc469d6a0041c8b431acb753aef372-0.parquet"",""gs://ccle-mutation/mutect2_parquet/43b8905742ef47698d6d3d08f8229d66-0.parquet"",""gs://ccle-mutation/mutect2_parquet/69d81d4bd26544ff9bbfbce1c7d7c964-0.parquet"",""gs://ccle-mutation/mutect2_parquet/6ba6aca487904b1dba188463a03f954e-0.parquet"",""gs://ccle-mutation/mutect2_parquet/75572f75e3034b19a4230aef5c610259-0.parquet"",""gs://ccle-mutation/mutect2_parquet/775a68fc84034ea3b2f567f7c7583cd0-0.parquet"",""gs://ccle-mutation/mutect2_parquet/9015e8d8e3a74b77a35d2084f2e5e479-0.parquet"",""gs://ccle-mutation/mutect2_parquet/e6eb68d8512b430d880578b9acecf7b0-0.parquet"",""gs://ccle-mutation/mutect2_parquet/e7aedd4721df4f94835afb475fc6d0c0-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-adGAq3_fixed.vcf.gz	ACH-000464	CAS1	
ACH-000465	gs://cclebams/RRBS/G29750/SK-MEL-1/v2/SK-MEL-1.bai	gs://cclebams/RRBS/G29750/SK-MEL-1/v2/SK-MEL-1.bam	gs://cclebams/hybrid_capture/SKMEL1_SKIN.bai	gs://cclebams/hybrid_capture/SKMEL1_SKIN.bam	gs://cclebams/raindance/G16640/SK-MEL-1/current/SK-MEL-1.bai	gs://cclebams/raindance/G16640/SK-MEL-1/current/SK-MEL-1.bam			gs://cclebams/rnasq_hg38/CDS-1z8esP.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-1z8esP.Aligned.sortedByCoord.out.bam									ACH-000465	SKMEL1	
ACH-000466	gs://cclebams/RRBS/G29750/SNU-216/v1/SNU-216.bai	gs://cclebams/RRBS/G29750/SNU-216/v1/SNU-216.bam	gs://cclebams/hybrid_capture/SNU216_STOMACH.bai	gs://cclebams/hybrid_capture/SNU216_STOMACH.bam	gs://cclebams/raindance/G16640/SNU-216/current/SNU-216.bai	gs://cclebams/raindance/G16640/SNU-216/current/SNU-216.bam	gs://cclebams/targeted/C1926/SNU-216/current/SNU-216.bai	gs://cclebams/targeted/C1926/SNU-216/current/SNU-216.bam	gs://cclebams/rnasq_hg38/CDS-wZELb5.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-wZELb5.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-HbNAQK.hg38.bai	gs://cclebams/hg38_wes/CDS-HbNAQK.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/76eb88a6a26348ac9e4fa372152c893e-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-HbNAQK_fixed.vcf.gz		ACH-000466	SNU216	AGILENT
ACH-000467	gs://cclebams/RRBS/G29750/HCC-56/v1/HCC-56.bai	gs://cclebams/RRBS/G29750/HCC-56/v1/HCC-56.bam	gs://cclebams/hybrid_capture/HCC56_LARGE_INTESTINE.bai	gs://cclebams/hybrid_capture/HCC56_LARGE_INTESTINE.bam			gs://cclebams/targeted/C1926/HCC-56/current/HCC-56.bai	gs://cclebams/targeted/C1926/HCC-56/current/HCC-56.bam	gs://cclebams/rnasq_hg38/CDS-GYdpqP.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-GYdpqP.Aligned.sortedByCoord.out.bam									ACH-000467	HCC56	
ACH-000468	gs://cclebams/RRBS/G29750/PK-45H/v4/PK-45H.bai	gs://cclebams/RRBS/G29750/PK-45H/v4/PK-45H.bam	gs://cclebams/hybrid_capture/PK45H_PANCREAS.bai	gs://cclebams/hybrid_capture/PK45H_PANCREAS.bam	gs://cclebams/raindance/G16640/PK-45H/current/PK-45H.bai	gs://cclebams/raindance/G16640/PK-45H/current/PK-45H.bam			gs://cclebams/rnasq_hg38/CDS-mnzeR3.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-mnzeR3.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-rsmwY2.hg38.bai	gs://cclebams/hg38_wes/CDS-rsmwY2.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/398b560e5d8e4f7e8122c4f7df904a34-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-rsmwY2_fixed.vcf.gz		ACH-000468	PK45H	AGILENT
ACH-000469	gs://cclebams/RRBS/G29750/YH-13/v1/YH-13.bai	gs://cclebams/RRBS/G29750/YH-13/v1/YH-13.bam	gs://cclebams/hybrid_capture/YH13_CENTRAL_NERVOUS_SYSTEM.bai	gs://cclebams/hybrid_capture/YH13_CENTRAL_NERVOUS_SYSTEM.bam	gs://cclebams/raindance/G16640/YH-13/current/YH-13.bai	gs://cclebams/raindance/G16640/YH-13/current/YH-13.bam			gs://cclebams/rnasq_hg38/CDS-vkbf2b.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-vkbf2b.Aligned.sortedByCoord.out.bam									ACH-000469	YH13	
ACH-000470	gs://cclebams/RRBS/G29750/SW1463/v2/SW1463.bai	gs://cclebams/RRBS/G29750/SW1463/v2/SW1463.bam	gs://cclebams/hybrid_capture/SW1463_LARGE_INTESTINE.bai	gs://cclebams/hybrid_capture/SW1463_LARGE_INTESTINE.bam	gs://cclebams/raindance/G16640/SW1463/current/SW1463.bai	gs://cclebams/raindance/G16640/SW1463/current/SW1463.bam	gs://cclebams/targeted/C1926/SW1463/current/SW1463.bai	gs://cclebams/targeted/C1926/SW1463/current/SW1463.bam	gs://cclebams/rnasq_hg38/CDS-ON5eOp.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-ON5eOp.Aligned.sortedByCoord.out.bam									ACH-000470	SW1463	
ACH-000471	gs://cclebams/RRBS/G29750/Li-7/v1/Li-7.bai	gs://cclebams/RRBS/G29750/Li-7/v1/Li-7.bam	gs://cclebams/hybrid_capture/LI7_LIVER.bai	gs://cclebams/hybrid_capture/LI7_LIVER.bam	gs://cclebams/raindance/G16640/Li-7/current/Li-7.bai	gs://cclebams/raindance/G16640/Li-7/current/Li-7.bam			gs://cclebams/rnasq_hg38/CDS-tkooFY.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-tkooFY.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-mjhcUj.hg38.bai	gs://cclebams/hg38_wes/CDS-mjhcUj.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/e8d2d05d3c4c4bc1bc62502d6dac405f-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-mjhcUj_fixed.vcf.gz		ACH-000471	LI7	AGILENT
ACH-000472	gs://cclebams/RRBS/G29750/HSC-2/v1/HSC-2.bai	gs://cclebams/RRBS/G29750/HSC-2/v1/HSC-2.bam	gs://cclebams/hybrid_capture/HSC2_UPPER_AERODIGESTIVE_TRACT.bai	gs://cclebams/hybrid_capture/HSC2_UPPER_AERODIGESTIVE_TRACT.bam	gs://cclebams/raindance/G16640/HSC-2/current/HSC-2.bai	gs://cclebams/raindance/G16640/HSC-2/current/HSC-2.bam			gs://cclebams/rnasq_hg38/CDS-QX9nhh.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-QX9nhh.Aligned.sortedByCoord.out.bam									ACH-000472	HSC2	
ACH-000473	gs://cclebams/RRBS/G29750/RT-112/v2/RT-112.bai	gs://cclebams/RRBS/G29750/RT-112/v2/RT-112.bam	gs://cclebams/hybrid_capture/RT112_URINARY_TRACT.bai	gs://cclebams/hybrid_capture/RT112_URINARY_TRACT.bam	gs://cclebams/raindance/RT-112/current/RT-112.bai	gs://cclebams/raindance/RT-112/current/RT-112.bam			gs://cclebams/rnasq_hg38/CDS-iRePSh.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-iRePSh.Aligned.sortedByCoord.out.bam			gs://cclebams/wgs_hg38/CDS-1UJEpC.wgs_ccle.bai	gs://cclebams/wgs_hg38/CDS-1UJEpC.wgs_ccle.bam		"[""gs://ccle-mutation/mutect2_parquet/2808170e533143c7b8328c78ca30d9bb-0.parquet"",""gs://ccle-mutation/mutect2_parquet/4200189b2b6847279b3ec0927d9544ac-0.parquet"",""gs://ccle-mutation/mutect2_parquet/465a7795a99e4e2cbe6c46bbdf704771-0.parquet"",""gs://ccle-mutation/mutect2_parquet/5daa085f91ab4b41997c9e92b2228c4b-0.parquet"",""gs://ccle-mutation/mutect2_parquet/636a961eab884cafbdb5cd16aade761b-0.parquet"",""gs://ccle-mutation/mutect2_parquet/658922e6aef64af0ac6898461b086f63-0.parquet"",""gs://ccle-mutation/mutect2_parquet/8e462bc0f82e4ae4b759672ffcc8f073-0.parquet"",""gs://ccle-mutation/mutect2_parquet/99ce3fa9264b4b158d93bebdd365b54a-0.parquet"",""gs://ccle-mutation/mutect2_parquet/d82b5bf6f489402199666f736cd05c31-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-1UJEpC_fixed.vcf.gz	ACH-000473	RT112	
ACH-000475	gs://cclebams/RRBS/G29750/huH-1/v1/huH-1.bai	gs://cclebams/RRBS/G29750/huH-1/v1/huH-1.bam	gs://cclebams/hybrid_capture/huH-1.bai	gs://cclebams/hybrid_capture/huH-1.bam	gs://cclebams/raindance/G16640/huH-1/current/huH-1.bai	gs://cclebams/raindance/G16640/huH-1/current/huH-1.bam			gs://cclebams/rnasq_hg38/CDS-lIpLz1.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-lIpLz1.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-kqoZ7X.hg38.bai	gs://cclebams/hg38_wes/CDS-kqoZ7X.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/76e9ee7ba90b453880258276d34f33ad-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-kqoZ7X_fixed.vcf.gz		ACH-000475	HUH1	AGILENT
